# Simulation 1 (Up to date),
# 2735 data points written for 2 variables.,
# Simulation warnings:,
#   No recovery device defined in the simulation.,
#,
# Drag coefficient (​),Mach number (​)
# Event SIM_WARN occurred at t=0 seconds: No recovery device defined in the simulation.,
# Event IGNITION occurred at t=0 seconds,
# Event LAUNCH occurred at t=0 seconds,
0.44,0.045
0.438,0.047
0.438,0.048
0.438,0.05
0.438,0.051
0.438,0.053
0.438,0.054
0.438,0.056
0.438,0.057
0.438,0.058
0.438,0.06
0.438,0.061
0.438,0.063
0.438,0.064
0.438,0.066
0.438,0.067
0.438,0.068
0.438,0.07
0.438,0.071
0.438,0.072
0.438,0.074
0.438,0.075
0.438,0.076
0.438,0.077
0.438,0.079
0.438,0.08
0.438,0.081
0.438,0.082
0.438,0.084
0.439,0.085
0.439,0.086
0.439,0.087
0.439,0.088
0.439,0.09
0.439,0.091
0.439,0.092
0.439,0.093
0.439,0.094
0.439,0.096
0.439,0.097
0.439,0.098
0.439,0.099
0.439,0.101
0.439,0.102
0.439,0.103
0.439,0.105
0.439,0.106
0.439,0.107
0.439,0.108
0.439,0.11
0.439,0.111
0.439,0.112
0.439,0.113
0.439,0.115
0.439,0.116
0.439,0.117
0.439,0.118
0.44,0.119
0.44,0.12
0.44,0.121
0.44,0.122
0.44,0.123
0.44,0.124
0.44,0.125
0.44,0.126
0.44,0.127
0.44,0.128
0.44,0.129
0.44,0.13
0.44,0.131
0.44,0.132
0.44,0.133
0.44,0.134
0.44,0.135
0.44,0.136
0.44,0.137
0.44,0.138
0.44,0.139
0.44,0.14
0.44,0.141
0.44,0.142
0.44,0.143
0.44,0.144
0.441,0.145
0.441,0.146
0.441,0.147
0.441,0.148
0.441,0.149
0.441,0.15
0.441,0.15
0.441,0.151
0.441,0.152
0.441,0.153
0.441,0.153
0.441,0.154
0.441,0.155
0.441,0.156
0.441,0.156
0.441,0.157
0.441,0.158
0.441,0.159
0.441,0.159
0.441,0.16
0.441,0.161
0.441,0.162
0.441,0.163
0.441,0.163
0.441,0.164
0.441,0.165
0.441,0.166
0.442,0.166
0.442,0.167
0.442,0.168
0.442,0.168
0.442,0.169
0.442,0.17
0.442,0.17
0.442,0.171
0.442,0.171
0.442,0.172
0.442,0.172
0.442,0.173
0.442,0.173
0.442,0.174
0.442,0.175
0.442,0.175
0.442,0.176
0.442,0.176
0.442,0.177
0.442,0.178
0.442,0.178
0.442,0.179
0.442,0.179
0.442,0.18
0.442,0.18
0.442,0.181
0.442,0.181
0.442,0.182
0.442,0.182
0.442,0.182
0.442,0.183
0.442,0.183
0.442,0.184
0.442,0.184
0.442,0.184
0.442,0.185
0.442,0.185
0.443,0.186
0.443,0.186
0.443,0.187
0.443,0.187
0.443,0.187
0.443,0.188
0.443,0.188
0.443,0.189
0.443,0.189
0.443,0.189
0.443,0.189
0.443,0.19
0.443,0.19
0.443,0.19
0.443,0.19
0.443,0.191
0.443,0.191
0.443,0.191
0.443,0.192
0.443,0.192
0.443,0.192
0.443,0.192
0.443,0.193
0.443,0.193
0.443,0.193
0.443,0.194
0.443,0.194
0.443,0.194
0.443,0.194
0.443,0.194
0.443,0.195
0.443,0.195
0.443,0.195
0.443,0.195
0.443,0.195
0.443,0.195
0.443,0.195
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.198
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.197
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.196
0.443,0.195
0.443,0.195
0.443,0.195
0.443,0.195
0.443,0.195
0.443,0.195
0.443,0.195
0.443,0.194
0.443,0.194
0.443,0.194
0.443,0.194
0.443,0.194
0.443,0.194
0.443,0.194
0.443,0.193
0.443,0.193
0.443,0.193
0.443,0.193
0.443,0.193
0.443,0.193
0.443,0.193
0.443,0.192
0.443,0.192
0.443,0.192
0.443,0.192
0.443,0.192
0.443,0.192
0.443,0.191
0.443,0.191
0.443,0.191
0.443,0.191
0.443,0.191
0.443,0.191
0.443,0.19
0.443,0.19
0.443,0.19
0.443,0.19
0.443,0.19
0.443,0.19
0.443,0.189
0.443,0.189
0.443,0.189
0.443,0.189
0.443,0.189
0.443,0.188
0.443,0.188
0.443,0.188
0.443,0.188
0.443,0.188
0.443,0.187
0.443,0.187
0.443,0.187
0.443,0.187
0.443,0.187
0.443,0.187
0.443,0.186
0.443,0.186
0.443,0.186
0.443,0.186
0.442,0.186
0.442,0.185
0.442,0.185
0.442,0.185
0.442,0.185
0.442,0.185
0.442,0.184
0.442,0.184
0.442,0.184
0.442,0.184
0.442,0.184
0.442,0.183
0.442,0.183
0.442,0.183
0.442,0.183
0.442,0.183
0.442,0.182
0.442,0.182
0.442,0.182
0.442,0.182
0.442,0.182
0.442,0.182
0.442,0.181
0.442,0.181
0.442,0.181
0.442,0.181
0.442,0.181
0.442,0.18
0.442,0.18
0.442,0.18
0.442,0.18
0.442,0.18
0.442,0.179
0.442,0.179
0.442,0.179
0.442,0.179
0.442,0.179
0.442,0.178
0.442,0.178
0.442,0.178
0.442,0.178
0.442,0.178
0.442,0.178
0.442,0.177
0.442,0.177
0.442,0.177
0.442,0.177
0.442,0.177
0.442,0.176
0.442,0.176
0.442,0.176
0.442,0.176
0.442,0.176
0.442,0.176
0.442,0.175
0.442,0.175
0.442,0.175
0.442,0.175
0.442,0.175
0.442,0.175
0.442,0.174
0.442,0.174
0.442,0.174
0.442,0.174
0.442,0.174
0.442,0.174
0.442,0.173
0.442,0.173
0.442,0.173
0.442,0.173
0.442,0.173
0.442,0.173
0.442,0.172
0.442,0.172
0.442,0.172
0.442,0.172
0.442,0.172
0.442,0.172
0.442,0.171
0.442,0.171
0.442,0.171
0.442,0.171
0.442,0.171
0.442,0.171
0.442,0.171
0.442,0.17
0.442,0.17
0.442,0.17
0.442,0.17
0.442,0.17
0.442,0.17
0.442,0.17
0.442,0.169
0.442,0.169
0.442,0.169
0.442,0.169
0.442,0.169
0.442,0.169
0.442,0.169
0.442,0.169
0.442,0.168
0.442,0.168
0.442,0.168
0.442,0.168
0.442,0.168
0.442,0.168
0.442,0.168
0.442,0.168
0.442,0.167
0.442,0.167
0.442,0.167
0.442,0.167
0.442,0.167
0.442,0.167
0.442,0.167
0.442,0.167
0.442,0.166
0.442,0.166
0.441,0.166
0.441,0.166
0.441,0.166
0.441,0.166
0.441,0.166
0.441,0.166
0.441,0.166
0.441,0.166
0.441,0.165
0.441,0.165
0.441,0.165
0.441,0.165
0.441,0.165
0.441,0.165
0.441,0.165
0.441,0.165
0.441,0.165
0.441,0.165
0.441,0.164
0.441,0.164
0.441,0.164
0.441,0.164
0.441,0.164
0.441,0.164
0.441,0.164
0.441,0.164
0.441,0.164
0.441,0.164
0.441,0.164
0.441,0.164
0.441,0.164
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.163
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.162
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.16
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
0.441,0.161
